Date Time,p (mbar),T (degC),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
19.07.2016 02:00:00,995.38,16.16,12.48,78.8,18.4,14.5,3.9,9.11,14.56,1191.91,1.13,1.56,228.8
19.07.2016 03:00:00,995.38,15.32,12.36,82.5,17.43,14.38,3.05,9.04,14.45,1195.42,1.39,1.84,219.6
19.07.2016 04:00:00,995.51,14.54,12.39,86.9,16.58,14.41,2.17,9.05,14.47,1198.81,0.3,0.48,222.2
19.07.2016 05:00:00,995.68,14.45,12.42,87.6,16.48,14.44,2.04,9.07,14.5,1199.38,0.59,0.88,206.6
19.07.2016 06:00:00,995.73,16.87,12.86,77.2,19.25,14.86,4.39,9.33,14.92,1189.25,0.46,0.96,141.6
19.07.2016 07:00:00,995.98,17.98,13.14,73.3,20.65,15.13,5.51,9.51,15.19,1184.88,1.03,1.56,138.2
19.07.2016 08:00:00,995.93,20.63,14.05,65.98,24.35,16.07,8.28,10.1,16.13,1173.72,0.57,1.24,116.8
19.07.2016 09:00:00,995.73,23.11,14.04,56.67,28.33,16.05,12.27,10.09,16.12,1163.67,1.08,2.48,160.6
19.07.2016 10:00:00,995.51,24.55,13.62,50.57,30.89,15.62,15.27,9.82,15.69,1157.97,1.47,2.32,213.7
19.07.2016 11:00:00,995.34,25.61,13.07,45.79,32.9,15.06,17.83,9.47,15.13,1153.9,1.52,3.36,3.23
19.07.2016 12:00:00,995.01,26.56,12.95,42.96,34.8,14.95,19.85,9.4,15.02,1149.92,2.18,3.88,259.8
19.07.2016 13:00:00,994.64,26.98,12.25,40.04,35.67,14.28,21.39,8.98,14.36,1148.18,1.74,3.44,17.96
19.07.2016 14:00:00,994.15,27.67,12.46,38.98,37.13,14.48,22.66,9.11,14.56,1144.89,1.71,3.4,37.67
19.07.2016 15:00:00,993.88,27.06,12.58,40.71,35.83,14.59,21.25,9.18,14.68,1146.85,2.97,4.12,39.34
19.07.2016 16:00:00,993.53,27.42,13.53,42.43,36.6,15.53,21.07,9.78,15.63,1144.66,3.48,5.2,53.13
19.07.2016 17:00:00,993.33,27.19,13.68,43.42,36.11,15.68,20.43,9.88,15.78,1145.24,4.07,5.46,36.85
19.07.2016 18:00:00,993.04,27.33,14.0,43.98,36.4,16.01,20.39,10.09,16.12,1144.22,4.85,6.72,43.88
19.07.2016 19:00:00,993.13,26.19,13.74,46.23,34.05,15.74,18.31,9.92,15.85,1148.8,2.77,4.12,43.72
19.07.2016 20:00:00,993.39,24.91,13.82,50.13,31.56,15.82,15.74,9.97,15.93,1154.01,2.11,3.2,20.14
19.07.2016 21:00:00,993.66,23.55,13.85,54.51,29.09,15.86,13.23,9.99,15.96,1159.6,2.4,2.88,0.58
19.07.2016 22:00:00,993.79,21.86,13.95,60.79,26.26,15.96,10.3,10.05,16.06,1166.34,1.02,1.42,15.82
19.07.2016 23:00:00,994.03,21.44,13.77,61.64,25.59,15.77,9.82,9.93,15.87,1168.38,1.88,2.72,5.33
20.07.2016 00:00:00,993.94,20.15,13.92,67.39,23.64,15.93,7.71,10.03,16.03,1173.34,0.6,1.36,105.6
20.07.2016 01:00:00,993.94,19.01,13.96,72.5,22.02,15.97,6.06,10.05,16.06,1177.9,0.36,0.68,58.42
20.07.2016 02:00:00,993.87,17.63,13.91,78.8,20.2,15.91,4.28,10.02,16.01,1183.43,0.44,0.76,71.9
20.07.2016 03:00:00,993.73,16.52,13.7,83.4,18.82,15.7,3.12,9.89,15.8,1187.89,0.35,0.72,39.07
20.07.2016 04:00:00,993.57,15.95,13.52,85.5,18.15,15.52,2.63,9.77,15.62,1190.12,0.69,1.04,209.0
20.07.2016 05:00:00,993.54,15.87,13.57,86.2,18.06,15.57,2.49,9.8,15.67,1190.4,0.29,0.82,177.8
20.07.2016 06:00:00,993.5,17.37,13.75,79.3,19.87,15.75,4.11,9.92,15.86,1184.12,0.67,1.18,160.2
20.07.2016 07:00:00,993.12,19.18,14.31,73.4,22.26,16.34,5.92,10.3,16.45,1176.07,0.51,0.92,158.1
20.07.2016 08:00:00,992.81,21.33,15.0,67.17,25.42,17.07,8.35,10.77,17.2,1166.79,0.88,1.76,104.3
20.07.2016 09:00:00,992.52,24.15,15.17,57.27,30.16,17.27,12.89,10.89,17.4,1155.29,1.41,2.74,132.5
20.07.2016 10:00:00,991.93,25.81,15.11,51.68,33.29,17.2,16.09,10.86,17.34,1148.22,2.07,4.2,99.6
20.07.2016 11:00:00,991.45,26.4,14.87,49.12,34.47,16.93,17.54,10.69,17.08,1145.52,2.05,3.64,64.64
20.07.2016 12:00:00,990.95,27.33,14.15,44.41,36.4,16.17,20.24,10.21,16.31,1141.73,2.13,3.22,17.93
20.07.2016 13:00:00,990.37,28.54,13.72,40.25,39.06,15.72,23.34,9.93,15.88,1136.68,2.34,3.36,100.6
20.07.2016 14:00:00,989.64,29.26,13.45,37.94,40.72,15.45,25.27,9.77,15.61,1133.25,2.26,4.2,67.87
20.07.2016 15:00:00,989.16,29.55,13.35,37.05,41.41,15.34,26.07,9.7,15.51,1131.66,1.94,4.0,108.9
20.07.2016 16:00:00,988.73,30.38,13.26,35.13,43.42,15.26,28.17,9.65,15.43,1128.11,3.03,4.44,36.31
20.07.2016 17:00:00,988.03,30.45,14.08,36.91,43.6,16.09,27.51,10.19,16.29,1126.68,3.48,5.2,58.38
20.07.2016 18:00:00,987.66,30.09,14.22,38.03,42.71,16.24,26.47,10.29,16.45,1127.53,3.39,5.28,71.9
20.07.2016 19:00:00,987.44,28.81,14.23,40.95,39.68,16.25,23.43,10.3,16.45,1132.05,3.6,5.96,90.0
20.07.2016 20:00:00,987.83,27.35,14.38,45.03,36.45,16.41,20.04,10.4,16.61,1137.93,1.29,2.12,61.07
20.07.2016 21:00:00,988.02,26.1,14.01,47.31,33.87,16.02,17.84,10.15,16.22,1143.08,0.89,1.76,187.4
20.07.2016 22:00:00,987.9,24.83,13.64,49.79,31.41,15.64,15.77,9.91,15.83,1147.98,0.66,0.96,226.5
20.07.2016 23:00:00,987.68,23.5,13.65,53.96,29.0,15.65,13.35,9.91,15.84,1152.86,1.28,2.04,219.4
21.07.2016 00:00:00,987.53,22.1,13.89,59.67,26.64,15.9,10.75,10.07,16.1,1158.04,0.87,1.68,205.8
21.07.2016 01:00:00,987.37,21.63,13.97,61.71,25.89,15.98,9.91,10.13,16.18,1159.66,1.27,2.16,220.1
21.07.2016 02:00:00,986.79,19.75,14.28,70.7,23.06,16.3,6.76,10.34,16.52,1166.27,1.21,2.08,174.6
21.07.2016 03:00:00,986.85,19.41,14.22,71.9,22.58,16.23,6.34,10.3,16.45,1167.73,0.6,0.96,225.4
21.07.2016 04:00:00,986.57,19.01,14.5,75.1,22.02,16.54,5.48,10.49,16.76,1168.85,1.3,2.28,176.7
21.07.2016 05:00:00,986.57,18.26,15.34,83.1,21.01,17.46,3.55,11.08,17.7,1171.44,3.1,5.09,192.5
21.07.2016 06:00:00,986.6,19.2,15.07,77.0,22.28,17.16,5.13,10.89,17.39,1167.85,1.93,4.32,335.0
21.07.2016 07:00:00,987.23,19.45,15.89,79.9,22.63,18.08,4.55,11.47,18.32,1167.18,0.42,0.88,192.4
21.07.2016 08:00:00,988.09,19.52,16.61,83.3,22.73,18.94,3.8,12.01,19.16,1167.55,1.95,3.84,192.7
21.07.2016 09:00:00,988.97,20.48,16.71,79.0,24.13,19.06,5.07,12.07,19.27,1164.72,3.56,4.6,214.5
21.07.2016 10:00:00,989.28,20.07,16.46,79.7,23.52,18.75,4.77,11.87,18.95,1166.86,4.83,7.47,208.5
21.07.2016 11:00:00,989.29,18.72,17.03,89.9,21.63,19.44,2.18,12.32,19.65,1171.95,4.95,8.25,230.3
21.07.2016 12:00:00,989.21,19.1,17.16,88.5,22.15,19.6,2.55,12.42,19.81,1170.26,4.06,5.45,253.5
21.07.2016 13:00:00,989.11,19.45,17.59,89.0,22.63,20.14,2.49,12.77,20.37,1168.5,4.05,5.97,257.0
21.07.2016 14:00:00,989.09,20.05,17.26,84.0,23.49,19.73,3.76,12.5,19.95,1166.27,3.51,6.13,259.6
21.07.2016 15:00:00,989.44,20.41,16.86,80.1,24.02,19.24,4.78,12.19,19.45,1165.47,1.52,3.2,210.6
21.07.2016 16:00:00,989.19,20.22,16.93,81.4,23.74,19.33,4.42,12.24,19.54,1165.89,0.7,1.24,221.8
21.07.2016 17:00:00,988.54,20.45,17.1,81.1,24.08,19.53,4.55,12.38,19.76,1164.12,1.44,1.94,193.5
21.07.2016 18:00:00,988.75,21.68,17.14,75.4,25.97,19.58,6.39,12.41,19.8,1159.48,2.5,4.26,196.2
21.07.2016 19:00:00,988.87,20.49,17.81,84.6,24.14,20.42,3.72,12.95,20.65,1163.95,2.4,3.4,145.5
21.07.2016 20:00:00,988.87,19.57,17.65,88.7,22.8,20.23,2.58,12.82,20.45,1167.69,0.89,1.4,198.8
21.07.2016 21:00:00,989.44,18.8,17.32,91.1,21.74,19.8,1.93,12.54,20.01,1171.65,0.66,1.2,244.1
21.07.2016 22:00:00,989.75,18.35,17.18,92.9,21.13,19.63,1.5,12.43,19.83,1173.9,0.88,1.72,143.2
21.07.2016 23:00:00,989.75,17.65,16.84,95.0,20.22,19.21,1.01,12.16,19.41,1176.92,1.4,2.54,177.7
22.07.2016 00:00:00,989.73,17.25,16.61,96.0,19.72,18.93,0.79,11.98,19.12,1178.64,1.02,1.62,228.1
22.07.2016 01:00:00,989.76,16.5,16.01,96.9,18.8,18.22,0.58,11.53,18.41,1182.05,0.74,1.32,165.8
22.07.2016 02:00:00,989.79,16.39,16.01,97.6,18.67,18.22,0.45,11.53,18.41,1182.54,1.21,2.08,209.8
22.07.2016 03:00:00,989.5,16.25,15.97,98.2,18.5,18.17,0.33,11.5,18.36,1182.78,1.46,2.32,200.5
22.07.2016 04:00:00,989.5,15.93,15.68,98.4,18.13,17.84,0.29,11.29,18.03,1184.24,1.01,1.68,221.4
22.07.2016 05:00:00,989.66,15.8,15.58,98.6,17.98,17.73,0.25,11.22,17.91,1185.02,1.08,1.52,211.8
22.07.2016 06:00:00,990.11,15.72,15.52,98.7,17.89,17.65,0.23,11.17,17.83,1185.92,1.01,1.76,212.4
22.07.2016 07:00:00,990.44,16.06,15.86,98.7,18.28,18.04,0.24,11.41,18.22,1184.75,1.1,1.8,182.7
22.07.2016 08:00:00,990.72,16.88,16.67,98.7,19.26,19.01,0.25,12.02,19.19,1181.3,0.7,1.4,187.8
22.07.2016 09:00:00,990.75,20.1,19.74,97.8,23.57,23.05,0.52,14.6,23.26,1166.55,1.0,2.08,158.6
22.07.2016 10:00:00,990.33,22.98,18.73,77.0,28.11,21.64,6.46,13.71,21.85,1155.34,2.25,3.64,140.6
22.07.2016 11:00:00,989.8,25.51,18.98,67.2,32.7,21.98,10.73,13.93,22.2,1144.78,1.68,3.16,177.2
22.07.2016 12:00:00,989.48,26.57,16.68,54.62,34.82,19.02,15.8,12.04,19.22,1141.66,2.88,4.12,183.8
22.07.2016 13:00:00,989.26,27.3,16.66,52.26,36.34,18.99,17.35,12.03,19.2,1138.65,2.41,4.04,149.1
22.07.2016 14:00:00,988.7,28.25,15.51,45.94,38.41,17.65,20.76,11.18,17.85,1135.0,2.71,5.96,132.9
22.07.2016 15:00:00,988.52,28.98,15.0,42.62,40.07,17.08,22.99,10.82,17.28,1132.3,2.55,4.64,152.3
22.07.2016 16:00:00,988.4,29.01,13.89,39.61,40.14,15.9,24.24,10.07,16.09,1132.56,2.04,3.8,59.62
22.07.2016 17:00:00,988.2,29.21,14.32,40.26,40.6,16.35,24.26,10.35,16.54,1131.38,2.75,4.72,82.3
22.07.2016 18:00:00,988.08,29.03,14.02,39.88,40.18,16.03,24.16,10.15,16.22,1132.06,3.58,5.12,61.96
22.07.2016 19:00:00,988.5,27.65,14.16,43.61,37.09,16.18,20.92,10.24,16.36,1137.67,1.85,2.84,72.3
22.07.2016 20:00:00,989.6,23.53,15.96,62.52,29.05,18.16,10.89,11.5,18.36,1153.88,3.67,5.68,25.78
22.07.2016 21:00:00,989.97,22.3,16.02,67.6,26.97,18.23,8.74,11.54,18.42,1159.09,3.42,5.6,24.98
22.07.2016 22:00:00,990.1,21.06,16.1,73.3,25.0,18.33,6.68,11.59,18.51,1164.09,2.16,3.92,13.94
22.07.2016 23:00:00,990.25,20.5,15.81,74.5,24.15,18.0,6.16,11.38,18.17,1166.63,1.68,2.96,0.33
23.07.2016 00:00:00,990.28,20.26,15.56,74.4,23.8,17.71,6.09,11.2,17.88,1167.75,1.37,2.6,355.2
23.07.2016 01:00:00,990.17,19.5,15.52,77.8,22.7,17.66,5.04,11.17,17.84,1170.67,0.46,1.08,344.8
23.07.2016 02:00:00,990.28,18.74,15.53,81.6,21.65,17.67,3.98,11.17,17.84,1173.85,0.25,0.68,12.14
23.07.2016 03:00:00,990.09,18.08,15.34,84.0,20.78,17.45,3.32,11.04,17.63,1176.38,1.56,2.48,243.3
23.07.2016 04:00:00,990.06,17.62,15.32,86.4,20.18,17.44,2.74,11.03,17.61,1178.21,0.6,1.08,233.8
23.07.2016 05:00:00,990.21,17.59,15.28,86.3,20.14,17.39,2.76,10.99,17.56,1178.54,0.54,0.88,41.16
23.07.2016 06:00:00,990.41,17.66,15.38,86.5,20.23,17.5,2.73,11.07,17.67,1178.44,0.46,1.12,29.15
23.07.2016 07:00:00,990.84,19.34,13.14,67.33,22.48,15.14,7.34,9.56,15.28,1173.25,1.08,2.16,26.64
23.07.2016 08:00:00,990.55,20.19,12.62,61.75,23.7,14.63,9.06,9.24,14.77,1169.73,1.95,3.04,57.16
23.07.2016 09:00:00,990.6,21.48,13.43,60.14,25.65,15.43,10.23,9.74,15.57,1164.32,2.43,3.58,49.48
23.07.2016 10:00:00,990.93,22.64,14.11,58.58,27.53,16.13,11.4,10.19,16.28,1159.83,2.47,3.56,30.77
23.07.2016 11:00:00,990.74,24.17,14.67,55.37,30.19,16.72,13.48,10.56,16.87,1153.37,3.51,5.08,32.48
23.07.2016 12:00:00,990.4,25.21,14.72,52.21,32.13,16.77,15.35,10.6,16.94,1148.93,2.59,4.84,34.57
23.07.2016 13:00:00,990.58,25.79,13.95,48.0,33.25,15.96,17.29,10.08,16.11,1147.27,2.81,3.8,30.02
23.07.2016 14:00:00,990.74,24.39,14.92,55.55,30.59,16.99,13.6,10.74,17.15,1152.4,2.03,2.4,259.5
23.07.2016 15:00:00,991.46,19.7,16.54,82.0,22.99,18.85,4.14,11.91,19.01,1170.88,4.38,5.8,251.2
23.07.2016 16:00:00,991.85,19.07,17.84,92.6,22.1,20.47,1.64,12.94,20.64,1173.14,1.39,1.98,142.3
23.07.2016 17:00:00,991.79,19.4,18.26,93.1,22.56,21.01,1.56,13.28,21.18,1171.5,1.61,2.56,131.9
23.07.2016 18:00:00,991.11,20.18,18.26,88.7,23.68,21.01,2.68,13.29,21.19,1167.58,0.82,1.2,224.7
23.07.2016 19:00:00,990.93,19.61,17.24,86.2,22.86,19.71,3.15,12.46,19.89,1170.22,0.28,0.56,42.72
23.07.2016 20:00:00,991.16,18.78,16.88,88.7,21.71,19.26,2.45,12.17,19.43,1174.02,1.21,2.2,204.4
23.07.2016 21:00:00,991.87,18.9,17.52,91.7,21.87,20.06,1.82,12.67,20.22,1174.03,0.56,0.74,16.5
23.07.2016 22:00:00,992.16,18.72,17.32,91.6,21.63,19.81,1.82,12.51,19.97,1175.21,0.71,1.16,0.24
23.07.2016 23:00:00,992.05,18.7,17.24,91.2,21.6,19.7,1.9,12.44,19.86,1175.21,0.63,1.08,93.9
24.07.2016 00:00:00,992.1,18.21,16.97,92.5,20.95,19.38,1.57,12.24,19.53,1177.39,1.5,2.0,243.2
24.07.2016 01:00:00,992.16,17.94,16.98,94.1,20.59,19.38,1.22,12.24,19.53,1178.55,0.28,0.8,336.5
24.07.2016 02:00:00,992.3,17.58,16.72,94.7,20.13,19.07,1.07,12.04,19.21,1180.32,0.92,1.28,207.7
24.07.2016 03:00:00,992.12,17.36,16.68,95.8,19.85,19.02,0.83,12.01,19.17,1181.02,0.66,0.84,240.6
24.07.2016 04:00:00,992.08,17.09,16.3,95.1,19.52,18.56,0.96,11.72,18.71,1182.28,1.19,1.64,227.4
24.07.2016 05:00:00,992.33,17.25,16.66,96.3,19.72,18.99,0.73,11.99,19.13,1181.74,0.76,1.14,131.9
24.07.2016 06:00:00,992.44,17.52,16.89,96.1,20.06,19.27,0.78,12.17,19.42,1180.64,0.42,1.12,118.1
24.07.2016 07:00:00,992.37,18.59,17.5,93.4,21.45,20.04,1.42,12.65,20.19,1175.88,0.32,0.76,233.9
24.07.2016 08:00:00,992.64,20.48,17.46,82.8,24.13,19.98,4.15,12.61,20.12,1168.66,1.06,1.72,146.0
24.07.2016 09:00:00,992.46,22.82,18.13,74.9,27.83,20.85,6.99,13.17,21.01,1158.82,0.93,1.76,207.6
24.07.2016 10:00:00,992.42,23.66,18.18,71.4,29.28,20.91,8.37,13.21,21.07,1155.47,0.75,1.82,107.9
24.07.2016 11:00:00,992.3,24.69,17.46,64.13,31.15,19.97,11.17,12.62,20.13,1151.75,1.64,3.52,43.72
24.07.2016 12:00:00,992.08,25.59,17.02,59.12,32.86,19.43,13.43,12.27,19.58,1148.26,1.29,2.56,41.97
24.07.2016 13:00:00,991.69,26.69,15.79,51.24,35.06,17.97,17.1,11.35,18.12,1144.24,2.51,3.88,54.13
24.07.2016 14:00:00,991.43,26.98,14.96,47.75,35.67,17.03,18.64,10.75,17.18,1143.24,1.96,3.2,29.11
24.07.2016 15:00:00,991.09,27.24,14.91,46.9,36.21,16.98,19.23,10.73,17.14,1141.88,2.6,4.68,32.15
24.07.2016 16:00:00,991.02,27.03,14.96,47.62,35.77,17.03,18.74,10.76,17.19,1142.57,3.19,5.32,54.83
24.07.2016 17:00:00,990.92,26.63,14.69,47.92,34.94,16.74,18.2,10.58,16.9,1144.11,2.66,3.48,34.95
24.07.2016 18:00:00,990.74,27.27,14.84,46.58,36.28,16.9,19.38,10.68,17.06,1141.39,2.0,3.62,41.83
24.07.2016 19:00:00,990.81,25.95,15.05,51.03,33.57,17.13,16.44,10.82,17.29,1146.41,0.39,0.72,330.9
24.07.2016 20:00:00,990.94,24.3,15.96,59.7,30.43,18.17,12.26,11.48,18.33,1152.46,0.6,0.88,57.75
24.07.2016 21:00:00,991.45,23.3,15.83,62.86,28.65,18.01,10.64,11.38,18.17,1157.02,0.58,1.24,188.9
24.07.2016 22:00:00,991.58,22.46,15.39,64.3,27.23,17.51,9.72,11.06,17.66,1160.68,1.06,1.48,224.2
24.07.2016 23:00:00,991.68,21.87,15.85,68.63,26.27,18.03,8.24,11.39,18.18,1162.89,0.95,1.68,213.7
25.07.2016 00:00:00,991.66,21.0,16.48,75.4,24.91,18.78,6.13,11.87,18.94,1165.97,0.46,1.08,199.4
25.07.2016 01:00:00,991.48,20.33,16.23,77.3,23.9,18.48,5.43,11.67,18.64,1168.55,0.88,1.42,233.8
25.07.2016 02:00:00,991.62,19.65,16.45,81.8,22.92,18.75,4.17,11.84,18.9,1171.31,0.72,1.3,211.6
25.07.2016 03:00:00,991.63,19.23,16.63,84.9,22.33,18.96,3.37,11.98,19.12,1172.91,0.24,0.56,324.0
25.07.2016 04:00:00,991.57,18.8,16.06,84.1,21.74,18.28,3.46,11.55,18.43,1174.87,0.96,1.36,205.5
25.07.2016 05:00:00,991.54,18.55,16.27,86.6,21.4,18.53,2.87,11.71,18.69,1175.73,0.88,1.62,240.6
25.07.2016 06:00:00,991.69,19.31,17.09,87.0,22.44,19.52,2.92,12.34,19.68,1172.41,0.66,1.16,212.9
25.07.2016 07:00:00,991.53,20.9,17.5,80.9,24.76,20.03,4.73,12.66,20.2,1165.65,0.74,1.32,146.0
25.07.2016 08:00:00,991.58,22.18,17.71,75.8,26.77,20.29,6.48,12.83,20.47,1160.54,1.2,2.36,136.4
25.07.2016 09:00:00,991.57,24.82,18.25,66.88,31.39,20.99,10.4,13.27,21.17,1149.94,1.01,2.04,150.2
25.07.2016 10:00:00,991.36,26.25,17.27,57.79,34.17,19.75,14.42,12.48,19.92,1144.75,2.3,3.48,150.1
25.07.2016 11:00:00,990.89,27.71,15.88,48.55,37.22,18.07,19.15,11.42,18.24,1139.39,1.76,3.6,93.0
25.07.2016 12:00:00,990.78,27.24,14.9,46.87,36.21,16.97,19.24,10.73,17.13,1141.52,0.4,0.92,11.5
25.07.2016 13:00:00,990.88,26.14,16.15,54.17,33.95,18.39,15.56,11.62,18.56,1145.21,4.24,5.84,226.3
25.07.2016 14:00:00,990.95,25.68,16.63,57.39,33.04,18.96,14.08,11.99,19.13,1146.8,2.08,2.6,233.2
25.07.2016 15:00:00,990.97,24.29,16.04,60.02,30.41,18.25,12.16,11.54,18.42,1152.5,3.33,5.52,274.1
25.07.2016 16:00:00,991.11,24.95,17.31,62.56,31.63,19.79,11.84,12.51,19.97,1149.43,2.43,4.2,49.08
25.07.2016 17:00:00,990.91,25.18,17.48,62.4,32.07,20.01,12.06,12.66,20.19,1148.21,0.78,1.96,5.21
25.07.2016 18:00:00,990.66,26.4,18.0,59.96,34.47,20.67,13.8,13.08,20.86,1142.96,1.0,1.94,164.1
25.07.2016 19:00:00,990.79,24.99,18.27,66.32,31.71,21.03,10.68,13.31,21.22,1148.36,0.53,1.66,93.1
25.07.2016 20:00:00,990.96,23.8,18.4,71.8,29.53,21.2,8.33,13.42,21.4,1153.08,0.45,0.8,154.3
25.07.2016 21:00:00,991.67,22.75,18.47,76.8,27.72,21.29,6.43,13.46,21.47,1157.97,0.63,1.48,116.4
25.07.2016 22:00:00,991.72,22.0,17.07,73.6,26.48,19.49,6.99,12.32,19.65,1161.77,1.12,1.62,242.5
25.07.2016 23:00:00,991.88,21.2,17.97,81.8,25.22,20.63,4.59,13.04,20.8,1164.61,0.66,1.2,140.4
26.07.2016 00:00:00,992.15,20.36,18.36,88.3,23.95,21.15,2.8,13.36,21.31,1168.03,0.83,1.64,138.3
26.07.2016 01:00:00,992.02,19.68,18.01,90.1,22.96,20.69,2.27,13.07,20.85,1170.8,1.11,1.9,145.4
26.07.2016 02:00:00,992.21,19.43,17.36,87.8,22.61,19.85,2.76,12.54,20.0,1172.4,0.32,0.68,95.6
26.07.2016 03:00:00,992.43,19.19,17.65,90.8,22.27,20.22,2.05,12.77,20.38,1173.46,0.31,0.62,210.7
26.07.2016 04:00:00,992.41,18.95,17.31,90.2,21.94,19.79,2.15,12.5,19.94,1174.59,0.37,0.52,213.4
26.07.2016 05:00:00,992.7,18.67,17.21,91.2,21.56,19.66,1.9,12.41,19.81,1176.12,0.21,0.54,25.85
26.07.2016 06:00:00,993.09,18.94,17.28,90.1,21.93,19.76,2.17,12.47,19.89,1175.45,0.77,1.08,148.4
26.07.2016 07:00:00,993.29,19.64,17.56,87.8,22.9,20.11,2.79,12.69,20.24,1172.73,0.81,1.88,280.1
26.07.2016 08:00:00,993.61,19.42,17.75,90.1,22.59,20.36,2.24,12.84,20.49,1173.88,0.48,1.28,35.53
26.07.2016 09:00:00,993.78,20.94,18.34,85.1,24.82,21.12,3.7,13.33,21.25,1167.67,0.63,1.72,30.54
26.07.2016 10:00:00,993.87,21.48,17.85,79.8,25.65,20.47,5.18,12.91,20.6,1165.92,2.69,4.2,52.5
26.07.2016 11:00:00,993.99,21.41,17.46,78.2,25.54,19.98,5.57,12.6,20.1,1166.56,4.04,5.84,37.08
26.07.2016 12:00:00,993.7,22.36,17.33,73.2,27.07,19.81,7.25,12.5,19.94,1162.55,3.43,5.28,47.62
26.07.2016 13:00:00,993.23,23.06,16.97,68.59,28.24,19.37,8.87,12.22,19.5,1159.44,1.87,3.08,86.0
26.07.2016 14:00:00,993.15,23.67,17.57,68.66,29.3,20.12,9.18,12.7,20.26,1156.63,0.85,1.84,68.89
26.07.2016 15:00:00,992.91,24.03,17.35,66.28,29.94,19.84,10.1,12.53,19.99,1155.08,1.91,3.18,127.2
26.07.2016 16:00:00,992.98,24.84,17.04,61.92,31.43,19.46,11.97,12.28,19.6,1152.19,3.59,6.64,54.23
26.07.2016 17:00:00,992.52,24.37,16.61,61.94,30.56,18.93,11.63,11.95,19.07,1153.71,2.15,3.08,54.78
26.07.2016 18:00:00,992.21,25.86,17.14,58.66,33.39,19.59,13.8,12.37,19.74,1147.3,1.1,2.4,22.04
26.07.2016 19:00:00,992.3,24.29,16.78,62.95,30.41,19.14,11.27,12.09,19.29,1153.66,1.26,1.72,340.4
26.07.2016 20:00:00,992.44,23.01,16.12,65.16,28.16,18.35,9.81,11.58,18.49,1159.17,1.7,2.28,358.7
26.07.2016 21:00:00,992.66,22.62,15.86,65.63,27.5,18.05,9.45,11.39,18.18,1161.09,1.01,1.32,9.84
26.07.2016 22:00:00,992.57,21.14,16.07,72.8,25.12,18.29,6.83,11.54,18.43,1166.71,0.99,1.56,49.08
26.07.2016 23:00:00,992.71,20.01,16.2,78.7,23.43,18.44,4.99,11.64,18.58,1171.31,0.78,1.48,234.7
27.07.2016 00:00:00,992.39,19.69,16.34,81.0,22.97,18.61,4.37,11.75,18.75,1172.13,0.47,0.96,236.8
27.07.2016 01:00:00,992.14,18.87,16.35,85.3,21.83,18.62,3.21,11.76,18.77,1175.12,0.3,0.7,283.8
27.07.2016 02:00:00,991.75,18.37,16.45,88.6,21.16,18.75,2.41,11.84,18.9,1176.61,0.18,0.4,64.06
27.07.2016 03:00:00,991.28,17.78,16.33,91.2,20.39,18.59,1.79,11.75,18.76,1178.5,0.85,1.44,168.1
27.07.2016 04:00:00,990.85,17.35,16.27,93.4,19.84,18.53,1.31,11.72,18.7,1179.76,0.27,0.68,193.0
27.07.2016 05:00:00,990.71,17.03,16.01,93.7,19.44,18.22,1.22,11.52,18.39,1181.04,0.56,1.36,180.0
27.07.2016 06:00:00,990.72,17.29,16.42,94.6,19.77,18.7,1.07,11.82,18.87,1179.77,2.25,3.24,190.3
27.07.2016 07:00:00,990.71,18.69,16.89,89.3,21.59,19.28,2.31,12.19,19.46,1173.84,1.81,2.98,159.7
27.07.2016 08:00:00,990.31,19.84,17.25,85.0,23.19,19.71,3.48,12.47,19.9,1168.56,1.42,2.32,188.1
27.07.2016 09:00:00,990.22,21.18,17.57,79.9,25.19,20.12,5.06,12.74,20.32,1162.95,1.48,3.12,157.7
27.07.2016 10:00:00,990.1,22.44,17.51,73.7,27.2,20.05,7.15,12.69,20.25,1157.89,2.09,3.6,151.1
27.07.2016 11:00:00,989.3,24.57,18.04,67.01,30.92,20.72,10.2,13.13,20.95,1148.37,3.85,5.34,162.1
27.07.2016 12:00:00,988.89,23.21,16.7,66.83,28.5,19.05,9.45,12.07,19.26,1153.9,1.39,3.76,283.6
27.07.2016 13:00:00,989.23,19.77,16.86,83.3,23.09,19.23,3.86,12.18,19.44,1167.77,1.45,3.6,234.5
27.07.2016 14:00:00,988.9,20.47,18.27,87.2,24.11,21.02,3.09,13.33,21.26,1163.79,0.99,2.26,238.4
27.07.2016 15:00:00,988.39,21.63,18.11,80.4,25.89,20.82,5.07,13.2,21.06,1158.7,0.88,2.56,252.1
27.07.2016 16:00:00,988.67,24.13,17.58,66.83,30.12,20.13,9.99,12.76,20.36,1149.59,1.27,3.48,301.4
27.07.2016 17:00:00,988.17,25.01,17.42,62.77,31.75,19.93,11.82,12.64,20.17,1145.7,0.66,1.58,338.4
27.07.2016 18:00:00,988.23,23.91,17.25,66.31,29.73,19.71,10.01,12.5,19.95,1150.11,0.75,1.06,235.5
27.07.2016 19:00:00,988.28,23.3,17.66,70.6,28.65,20.23,8.42,12.83,20.47,1152.31,1.35,1.92,193.4
