review,sentiment
"A well put together entry in the serial killer genre that unfortunately gets mired down in its own pretentiousness to be really satisfying. Willem Dafoe is superb as a NYC detective trying to track down what appears to be a copycat using the same Renaissance art-related killing techniques used in a series of murders he solved years earlier. Scott Speedman is Dafoe's junior partner and they have pretty good chemistry (at least for a while). Other characters pop up to conveniently tie the two cases together. Clea Duval is the friend of an earlier victim and Peter Stormare is some sort of art broker/mentor to Dafoe...that's a bit hard to take, although Stormare is, of course, never dull. The film's ending is particularly disappointing. Look fast for Deborah Harry as Dafoe's less than forthcoming neighbor.",negative
"This is not a film to impress you with high budget, high-tech shots, fast camera movements or glimmering costumes thought by an overzealous and hungry director. But it's a film by a director who is also a very good photographer, who has a very good sense of looking at things as a human, not as an half-god unlike most of the directors. This is not a film in which actors and actresses try to give their best 'performances' with unreal or, at best, learned gestures and mimics. Rather, it's a film in which they act as real as it can be. Actually, they are not professional actors at all. The dialogues between the main characters, their expressions, their feelings are as real as they can easily be yours in real life. You tell the same lies to the people around you with the same regrets that you avoid to express with words. You show the same signs of nuisance to an unwanted guest. This is the same feeling of disconnection that you get in modern city life. And this is your chance to see yourself from outside, impersonated by the main characters. I saw all of the films of Nuri Bilge Ceylan, incl. his short film Koza (Cacoon) thanks to those who puts it in the DVD. Many would compare him with Tarkovsky, Ozu and maybe Bresson or Bergman as he is emerging as a true auteur. And he is sincere in saying that his films are not to make money but to give a meaning to his life. That is the kind of sincerity you'll find in Uzak.",positive
"As soon as it hits a screen, it destroys all intelligent life forms around ! But on behalf of its producers I must say it doesn't fall into any known movie category, it deserves a brand new denomination of its own ! It's a ""Neurological drama"" ! It saddens and depresses every single neuron inside a person's brain.<br /><br />It's the closest thing one will ever get to a stroke without actually suffering one. It drives you speechless, all you members go numb, your mouth falls open and remains so, and the most strange symptom of all is that you get yourself wishing to go blind and deaf.<br /><br />No small feat for such a sort of a ""movie"".<br /><br />The only word that comes to my mind just having finished my ordeal is OUTRAGE !!!!!!",negative
"I do not know which one was first released earlier in 1970 . Cannon for Cordoba is an ""Europen Western"" It was made in Spain. This means this is fairly inferior to Sergio Leone's so-called #Western Spaghetti and to the Real American Masterpieces of John Ford, Sam Peckinpah, Howard Hugues,John Sturges and Anthony Mann, in my order of merit. This order is not to be interpreted as all John Ford Westerns are better than all by Sam Peckipahn's. I think IMDb's 100 Sort them out all pretty well.<br /><br />The worse about this firm is the Casting. George Peppard is fit for a sergeant's role, Raff Valone for a ""Maffia Capo"" and Giovanna Ralli to a ""puttana"" in ""Piazza Vennezia"" in the sixty's in Rome.",negative
"There is absolutely no doubt that this version of Tarzan is the closest to Burroughs' vision. While he gladly collected his royalties from the films produced during his lifetime, he frequently made it clear that they were little more than the bastard children of his tales. The film studios' ludicrous obsession with casting Olympic swimmers as Tarzan was beyond laughable. I guess we should consider ourselves lucky that they did not set their sights on shot-putters. <br /><br />Prior to this film, the most faithful adaptations were in comic strips and comic books. As fine as some of these were, we had to wait seven decades for a filmmaker with the integrity to respect the character as he had been created.",positive
"The DVD version consists of 2 episodes, the parricide of Caesar being the juncture. In addition, the language was Spanish without subtitles. Hence, it's hard for me to review in depth this movie because because i didn't understand what was said.<br /><br />Cleopatra being an historic icon, the part is very difficult and i found that for a newcomer, Leonor Varela just plays fine. She is strong-willed but also a very supportive, tender soul mate. Thimothy Dalton as Caesar is perfect and their romance is the main thing of the first episode. So, it is not really a documentary, nor a peplum but a great love story.<br /><br />After the parricide, a new lover comes (Marc-Antoine) but the flavor is gone: we remember always our first love. So, i found the second episode dull and their tragic fate isn't told powerfully.<br /><br />Nonetheless, the production is luxurious: the sets are big, tastefully decorated; the Moroccan live location exotic and the wardrobes splendid. The producers have a lot of money for sure, but they spend nothing on the special effects. They are so poor (blue screens, ships, Sphinx) that it's funny.<br /><br />Finally, I would like very much to hear it in french or English to make a definitive opinion about this two movies.",negative
"The bipolarity of this movie is maddening. One moment it's making fun of Latin Americans, American tourists and banana republics in general, the other it wants to be touching, with burned villages and orphans. Even the serious revolutionary hero, becomes a parody of a revolutionary at one point. But the comedy parts aren't even funny, because it's so obviously stolen from Star Wars. Yes, Star Wars, the ""hero"" is basically a rogue with a heart of gold. Add to this stereotypical sounds effects, Latin Americans who speak English with one another, and a villain that just disappears from the story. And whats the point? It's basically revolution propaganda with no resolution, and no planning (because, there is just no way these people can lead a country). The US government are bad guys, but who'll make money producing this? Not some poor farmer, that's for sure.",negative
"Super Speedway makes a great demo of your new DVD / bigscreen / 5.1 channel sound system. The IMAX camera puts you right in the race car, where you cruise around various tracks at high speed, reminiscent of the driving sequences in Grand Prix (if only that would appear on DVD!). I enjoy watching it again and again.<br /><br />The only minus, and why I didn't give it a 10, is some of the driving sequences look suspiciously like the film was speeded up. The soundtrack also requires a little suspension of disbelief - all you can hear in a real car is the engine. You won't hear swooshes as you go under bridges.",positive
"No, no, no, no, no, no, NO! This is not a film, this is an excuse to show people dancing. This is just not good. Even the dancing is slow and not half as entertaining as the mediocre 'Dirty Dancing', let alone any other good dance movie.<br /><br />Is it a love story? Is it a musical? Is it a drama? Is it a comedy? It's not that this movie is a bit of all, it's that this movie fails at everything it attempts to be. The film turns out to be even more meaningless as the film progresses.<br /><br />Acting is terrible from all sides, the screenplay is definitely trying to tell us something about relationship but fails miserably.<br /><br />WATCH FOR THE MOMENT - When Patrick Stewart enters the scene and you think the film might get better as he brightens up the dull atmosphere. For a second.",negative
"I have read the 28 most recent comments by various people regarding this movie and was surprised that no one mentioned the fact that the first victim, shown on the bed with the ""missing eyelids"", as the camera pans up and away from her face, blinks! Yes, BLINKS! I recorded it as it came on HBO this past weekend and when I saw this I literally had to replay it several times, focusing on one eye at a time to make sure that I was not seeing things! Of course, after that, it was hard to take the movie seriously although there were a few interesting and intense scenes with Julian Sands. Very disappointed and give it a 4 mostly due to the fact that the 1st victim blinks in one of the last frames as the camera pulls away from the body/face. Too bad.",negative
"I just got through watching this DVD at home. We love Westerns, so my husband rented it. He started apologizing to me half way through. The saddles, costumes, accents--everything was off. The part that made me so mad is where the guy didn't shoot the ""collector"" with his bow and arrow as he was taking the fat guy's soul. His only excuse was ""he only had 2 arrows left."" We watched it all the way through, and, as someone else said...too many bad things to single out any one reason why it sucked. I mean, the fact that the boy happened to snatch the evil stone from the collector on the same month and day it was found, what's the point of that? And why were there a grave yard where everyone died on April 25 but the people whose souls were taken by the collector were still up walking around? If you want a movie to make fun of after a few beers, this may be your movie. However, if you want a real Western, you will hate this movie.",negative
"this is a dreadful adaption of Charles Kingsley's story. The animation is, to put it bluntly, awful. And the songs are a disgrace to film songs, epsecially the ""high cockororim"" song, which they keep repeating. I feel sorry for Jon Pertwee and David Jason, 2 of Britain's finest talents, providing the voice for the depressing animation sequence. Bernerd Cirbbins tries his best to perform in this awful production ,but fails.<br /><br />Avoid this film at all costs, even if it is the last film on this planet!",negative
"This is a comedy version of ""Strangers on a Train"". It works pretty well. I am a harsh grader, so the 3 rating reflects mostly on the characters and plot. The performances are extremely good, all of them. Of course, the two stars, DeVito and Crystal, shine most. Each performer acts well enough to play off of. The comedy works in a level just short of slapstick. DeVito characters work best when depraved. His character, portrayed as a writing hack, would probably be more real if he was published and lauded as much as most hacks are. His character would, in real life, have a great agent and multiple solicitations. The characters are one dimensional, which is okay in comedy. But Crystals's character is not written very well. His desire to kill the ""moma"" all of a sudden makes no sense at all. It looks like a pitiful attempt at humor. The pitiful attempts are not too often, and the movie flows fairly well.",negative
"This is arguably the best film director Haim Bouzaglo made until now. A skilled TV director, well-trained in story-telling and in directing his actors through long epics he tried to catch in this very low-budget film the essence of the very special psychological situation the Israelis live though under the permanent danger of the terror attacks, resulting in 'distorted' lives. Each character trying to live his own life, to watch and control the other, while being himself watched and controlled by other characters and mostly by the continuous pressure, by political and historical forces well beyond his control. Some call this destiny, but destiny has a very concrete representation in this film.<br /><br />There is no explicit political saying in 'Distortion'. Characters never discuss politics, not even at the level of saying 'bastards!' when they hear that a new terror attack happens. Their reaction to events is to localize the attack and to count the victims using the official and media terminology for the dead and the wounded. They do not really live but rather survive on borrowed time happy to have survived one bomb, and waiting for the next one to happen. Personal, social, professional life seems to work someway, but is deeply flawed and influenced by events. The main character played by the director is a playwright whose mid-life personal and creative crisis is amplified by the pressure of the events and by the fact that he is lucky enough to leave a terror attack site minutes before the bomb explodes. He hires a private detective to follow his girlfriend who is a TV investigative reporter whom he suspects is falling in for the subject of her next show - another failed man, former military, whose business and family life dismantles under the events. He starts to write a play that carbon-copies the reality and will bring it to the stage, in theater in film scene that reminds Hamlet as well as 'Synecdoche, New York'. It's not that I would dare suspect Charlie Kaufman looking over the shoulder of Bouzaglo, he certainly needs not that, but the Israeli director screen is brilliant into anticipating the later film (and the first directed by Kaufman). As in the American film actors play real persons and start interacting with them in an reality-meets-stage-meets-reality melange which never lacks logic, at least not artistic logic.<br /><br />Bouzaglo directs his actors with the usual talent, trusts them and allows them the freedom of living through the situations rather then acting them. His style is much more free here than in his TV series, and the 'distortion' effects, although borrowed from American horror movies work pretty well all over. The ending seemed to me a little rhetorical and unsatisfying dramatically, but the shade of the suicidal killer who is haunting the film and the whole situation in a temporal loop will also follow the viewer when remembering later this film.",positive
"After I've seen this movie I find it hard to understand why so many people seem to hate this movie. I'm not saying it belongs in the top 250 of all times, but in it's genre it is a great movie. I know, not many people find it amusing to see how a legendary story like 'Robin Hood' is turned into a comedy. Many people still seem to believe that some things shouldn't be laughed with ... they are wrong. <br /><br />Mel Brooks has done an excellent job with Robin Hood: Men in Tights. I have seen the original Robin Hood movies as well, but I never had such a good time when watching them as I had with this one. It's just one continuation of hilarious moments and parodies on famous people and movies (Winston Churchil, The Godfather...).<br /><br />I recommend everyone who wants to have a good laugh to watch this movie. To those who think Robin Hood shouldn't be messed with, you're wrong, but you better don't watch it because you'll probably be offended by it. I give this movie an 8/10.",positive
"Tyrone Power was cast in the lead as Solomon. However, part-way through the film he died unexpectedly. The studio chose to cast Yul Brynner in the lead and re-shoot the scenes that Power had done. In hindsight, considering how awful this film was, Power was lucky--as this would have been a horrible way to end his lovely film career!!! <br /><br />Of all the Biblical epics I have seen, this one is by far the worst--and that's saying a lot because Hollywood has made many dull Biblical tales--so many you wonder if the creation of these films was an Atheist conspiracy!! In fact, the film was so dull that it deservedly was included in Harry Medved's brilliant book ""The Fifty Worst Movies of All Time"". There are so many reasons to hate the film but the worst is how incredibly ponderous the whole thing was! Sure, casting people with Italian, Eastern European, Scottish and English accents to play Egyptians and Israelis was pretty bad--but at least this made the film oddly humorous. Having bosomy Gina Lollobrigida playing the role of a woman reputed to have come from a place around Ethiopia was also just awful, but at least she was beautiful even if she couldn't act. Having an overweight and post-middle aged George Sanders play such a young role was also pretty bad, but at least he had a pretty voice. Creating an orgy scene that was choreographed and revoltingly dull was pretty bad, but at least you got to see in the credits a mention of a person as the ""orgy choreographer""! No, the worse thing about this movie is that almost two and a half hours, it seemed like nine it was so poorly paced and insipid! Considering that the only mention of this Queen of Sheba and Solomon is only in a few measly verses in the Old Testament, it's amazing the film just went on and on and on. THE GREATEST STORY EVER TOLD was a bit longer, but that movie was based on four gospels--not a dozen or so verses! <br /><br />The bottom line is that the film is wretched in practically every way (except for Gina's cleavage). Even for devoted Christians and Jews, this is a must-avoid film because it plays so fast and loose with the truth as well as injects an amazing amount of sex into a Biblical film!!! Terrible in almost every way, it is truly a blessing for Tyrone Power that he's not remembered for starring in this bloated turkey.",negative
"] Haven't seen this film? Haven't even heard of this film? It wouldn't surprise me. One of the few truly ""independent"" films produced in the last ten years, no studio had faith in the picture and it was never picked up for major distribution. The independent company Kino Films, gave BOESMAN AND LENA a very limited run with virtually no promotion, and the majority of major film critics didn't even bother reviewing it. I guess a movie based on a one act, one set play about the apartheid and its affect on two individuals never really had a chance in today's market - and it's the intelligent film-lover's loss.<br /><br />For the record, both Angela Bassett and Danny Glover deserved Ocsar nominations (as did the cinematographer) but the film received such little fanfare that I can't even blame the academy on that one. This is a film that is challenging, thought-provoking, and heartbreaking, and it actually requires the audience to meet it on it's own terms. Taking that into consideration, it is definitely not a movie for mindless entertainment. Director John Berry wisely does not attempt to dress-up Athol Fugard's play. Sure, we're given a few fractured flashbacks and some breathtaking scenic shots, but the film version of BOESMAN AND LENA remains, on the whole, a story of two people living in inhumane conditions.<br /><br />Stripped of their basic human rights, Boesman (Glover) and Lena (Bassett) have no one left to attack but each other. A third character joins them for awhile (Willie Jonah, amazing in a largely silent role), but the film's focus never strays from the title characters and what they've become. Bassett and Glover give brave performances as the broken couple, performances that simply could not be improved upon. Vigorously and brutally stimulating, both intellectually and emotionally, BOESMAN AND LENA deserves to be rediscovered of home video. Hands down, the best film of the year 2000.",positive
"Woman with wig, who ""dyes"" her hair in the middle of the film (=takes of wig) presumably does not see what the audience can see from miles away:<br /><br />*** begin spoiler alert *** that her hubby is having an affair with her best girlfriend and they both try get rid of her. *** end of spoiler alert ***<br /><br />And what a spoiler that was: the title already gives it away, doesn't it? Bad acting, bad script: waste of time Oh yeah: in the end, she lives happily ever after....<br /><br />If you liked this movie, you'll really love ""Cannibal women in the Avocado Jungle of Death""....",negative
"I saw this film last night at a special movie theater showing in Nürnberg, and it was superb. I do have to admit that the original music composition of the cello player and percussion/xylophone player influenced the mood of the film, but the film itself also had force in its portrayal of the tragic Nibelungen saga.<br /><br />If you are interested in silent films or in the Nibelungenlied, I highly recommend this film. The costumes were fantastic and creative, the sets were opulent and exotic, and the acting was dramatic and breathtaking (as is typical of silent film ""tragedies"") Unfortunately, I have not seen the first part of this film duo that concerns Siegfried. The story of this second film begins after Siegfried's death, when Kremhild (Gudrun in the Norse versions of the story) begins to plan her revenge against her brothers.<br /><br />Also, I watched this film in German; I am a native English speaker and have a basic German knowledge. It was difficult to read the ?subtitles (what do you call that in silent films?) at first because of the old style German script, so I advise that if you watch it in German that you make sure you can differentiate your ""k's"", ""f's"", and ""s's"" in the old script. :)",positive
"This movie features several well known actors which I usually like, so I had at least modest expectations when I rented this on DVD. I was highly disappointed. In fact I walked off for some snacks somewhere during the last half hour and somehow I ended up in the kitchen rather then going back to the TV. The actor performances where poor pretty much all across the board and none of the atmospheres in the movie felt very convincing. Virtually all scenes had that ""just a movie"" feeling to them, I just sat there waiting to hear the director calling ""CUT!"" followed by the crew having a little chat about the scene before moving on to the next.<br /><br />Since the movie is about gangsters most characters are tough and mob-like, the problem here is just that this whole bad-boy attitude is played out so poorly that it just feels like a joke. The constant guitar-drilling soundtrack really tries to emphasize this atmosphere too, but when the same track is played the 18th time it just adds to the already strong feeling of the whole thing just being fake.<br /><br />Maybe it was just a really really bad script, maybe it was just poorly executed. I'm no movie critic, in fact I consider it rare to see something that's REALLY good, but this was just plain bad no matter how objective and forgiving I'm trying to be. NOT recommended, not even as a rental!",negative
"This is a top car flick (Its a work of art/ YER a work of art!) all classic cars no plastic fantastic, I have watched it over & over again I have worn out two video tapes, And will wear out lots more. Lots more car lovers young or old will love this film & watch it more than 1 time! so hire it or buy it (just see it) I wish they would make more (car) movies like this V8 power not gassed up little whipper snippers!!!!<br /><br />(shes a 351 right?)(motor magic) (the heap the chariot)<br /><br />(you've got to learn to feel the power)",positive
"While watching the film, I'm not sure what direstion it was to take. There's a reason a writer shouldn't direct his work and even act in it as well, you can't do it all. I felt the story really suffered in this film due to the director wearing so many hats. Ms. McTeer is the film. To add to her amazing talents, her portrayal of this woman was why I was engaged. Here is a British actress who can do anything. In my view, conflict is what makes drama and a great story. I felt this film didn't have that. Everything was somewhat easy for the characters, there were no real obstacles preventing the chahracters from getting what they wanted. Watch the film for the sweetness, but most of all for Ms. McTeer's brilliant performance.",negative
"Jill Dunne (played by Mitzi Kapture), is an attractive, nice woman, over-whelmed by a smart-mouthed teenage daughter, Liv (Martha MacIsaac) and a petty, two-timing husband, Sean (Rick Roberts), both of which were tediously self-centered, and obnoxious.<br /><br />This was advertised as a troubled family stalked by a crazed killer during a relentless storm.<br /><br />The storm doesn't even happen until about the last 5 minutes of the film, and then it isn't anything to send anybody running to the storm cellar.<br /><br />The stalking, likewise doesn't get intense until almost the end of the film.<br /><br />Most of the film we spend listening to Jill and her insufferable daughter, Liv, argue until I just wanted to back slap the daughter into next week.<br /><br />Jill's problem with Liv is that she has taken up with Zack, a boy of questionable character, and they are constantly making out--in fact Jill comes home to find the two of them on Liv's bed.<br /><br />The rest of the time we spend listening to Jill's husband Sean either whine at Jill or criticize her.<br /><br />Sean was not at all appealing--since his face is so covered in freckles you could play connect the dots.<br /><br />The story begins with Jill being notified of an out-standing bill on their credit card for a hotel she has never been to, and that she thought Sean had never been to either.<br /><br />Jill goes to the hotel where she meets the owner & manager, Richard Grant (Nick Mancuso), a very nice, older, divorced man, who is sympathetic to her. In fact, when he spots her husband there again, he phones Jill and tips her off.<br /><br />Jill returns to the hotel, sees Sean with another woman. She is upset, leaves without Sean seeing her, and does absolutely nothing. In fact, she doesn't even say anything to Sean when he arrives home. This made no sense to me.<br /><br />Jill has given Richard her business card, and so he calls her and she is apparently in real estate. She shows him a condo. Afterwards they have a drink, and things get cozy between them.<br /><br />Richard and Jill are getting it on, hot and heavy. In fact, he seems a bit more aggressive than necessary, when Jill suddenly decides to cut out.<br /><br />Jill and Sean have a confrontation about his cheating. Sean whines about how Jill has been letting him down since her father died. Apparently his lack of any morals is all her fault. Eventually Jill confesses her own lack of morals and near adultery to Sean--and of course that's all her fault too, as far as Sean is concerned.<br /><br />The little family decides to go on a camping trip--which means more whining and grousing among them, especially from the spoiled daughter.<br /><br />I was so rooting for the stalker to get everybody, but Jill.<br /><br />3 stars",negative
"A series of random, seemingly insignificant thefts at her sister's boarding house has Miss Lemon quite agitated. A ring, light bulbs, a rucksack, a lighter, a stethoscope, a shoe  there seems to be no rhyme or reason to any of it. Miss Lemon asks her employer, the great Belgian detective Hercule Poirot, to look into the matter. But what Poirot sees is something far more sinister than Miss Lemon could have imagined. And Poirot's fears are confirmed when one of the students living in the boarding house if found murdered. It's up to Poirot to bring a killer to justice.<br /><br />Hickory Dickory Dock is a solid, but not spectacular, entry in the long running Poirot series. I appreciate how faithful the script is to Agatha Christie's original story. I realize that certain liberties had to be taken, but I appreciate the effort nonetheless. The major points of the mystery are all there  the petty thefts, the boarding house, the students, the ripped rucksack, and, of course, Poirot's ability to see something sinister going on before it actually happens. With a few exceptions, the cast of students is almost as I pictured them. Damian Lewis and Jessica Lloyd standout among the group. As mush as I always enjoy David Suchet's Poirot, I get a real kick out of the episodes with Phillip Jackson's Inspector Japp and Pauline Moran's Miss Lemon. This episode is a real treat as Miss Lemon gets more screen time than usual. Finally, I enjoyed the use of the ever present mouse as an observer of the activities in the hostel. It's a fun little play on the Hickory Dickory Dock title.<br /><br />I realized while re-watching Hickory Dickory Dock just what a tremendous influence Agatha Christie's work was on the highly stylized Italian mystery films, or Gialli, of the 60s and 70s. Take the murder of Mrs. Nicoletis as an example. If you were to bump up the graphic nature of the scene, you would have something straight out of an early 70s Giallo. In fact, the entire plot of Hickory Dickory Dock could have been used in a Giallo. It's just convoluted and interesting enough to have worked.",positive
I am almost tempted to demand my money back from the video store. This movie plumbs the depths of inanity and is almost completely unwatchable. I NEVER bail out of a film early but this was painful to view. A thorough waste of celluloid. My vote 1/10 (it would have been zero).,negative
"As I've noticed with a lot of IMDb comments, certain reviewers seem to demand that every film they see have smugly intelligent plots that wallow in there own cleverness. I am not one of those people. If I watch an action film, I want to see explosions, gunfire and heroics. If I watch a comedy, I want to have tears of laughter in my eyes. You get the idea. Therefore watching a horror film, I primarily want to be scared. The Grudge is a very scary film, in both it's well executed 'jump' scenes, and it's creepy imagery. I've been a horror film fan for many years, and I'm talking about the masters such as Dario Argento, rather than directors of some of the treadmill teen horror flicks that are churned out these days. If you want to be scared, watch this film. Way scarier than the original Japanese 'Ring' (which I also think is a great film).",positive
"I consider myself lucky that I got to view a wonderful movie with two marvelous actors. ""Kramer vs. Kramer"" was great to me because I think I could relate to it.<br /><br />Unfortunately, my parents are divorced. Even though I was older than Billy in this movie, I felt his pain and confusion. Having two parents who you thought were happy and end up hating each other is the worst. Through this movie, actually, I think it made me realize that my parents are people too, and they had as just much pain as my sister and I had.<br /><br />Back to the movie, this was a good one. Yes, it's dated and Meryl and Dustin are very young. But I would recommend this for a lot of people, because I think most can relate in some way. There are funny, sad, happy, and relieving moments that are carried away terrificly by these great actors. It's a good movie and deserves more credit than a 7.5.<br /><br />9/10",positive
"honestly I don't know why this show lasted as long as it did. ah well, humor is subjective eh? but yeah, this show is incredibly unfunny if you ask me. Tim Allen is annoying. Jill is annoying. the boys are annoying. Al is annoying. the neighbor is annoying. it's just more annoying then funny. the plots are all the same, Tim makes Jill mad and has to make things right again. and the latter seasons? less said about them the better, who the hell things cancer would be good for a damn sitcom? yeah, great idea jerks. so yeah, home improvement isn't a very good sitcom. I'd recommend you go watch News Radio or Seinfeld. if i had to give this show a rating I'd give it a 1/10 seeing as it never made me laugh once. ever. so yeah, it's still better then The Nanny though.",negative
"Greetings again from the darkness. Stunning photography highlights this Disney documentary and provides a glimpse into some of the harshness of animals that live in the wilderness. For anyone over 40, Disney and Mutual of Omaha's Wild Kingdom provided much of our insight into wild animals since our childhood ... back when there was no channel dedicated to National Geographic or Nature or Animal Planet.<br /><br />What always fascinates is just how difficult the circumstances are for many of these majestic creatures. Watching the elephants trudge for days, nearly delirious from lack of water, is oh so painful. But their nighttime battle against the lions is thrilling.<br /><br />Some of the underwater shots are breathless. The mama and baby humpbacks are beautiful and watching the great white shark attack its prey is every bit as chilling as ""Jaws"". The most amazing scenery for me was the breathtaking views of the Himalayas. I had never seen such detail of the vastness of the range.<br /><br />Don't think most young kids today will be too excited by this one, but it surely is one of the most beautifully photographed documentaries I have ever seen.",positive
To Die For has it all.This film has a great cast. Lots and lots of romance and terror. Not too gory but still enough to appeal to horror fans. There are a lot more vampire love stories. If you are a fan of vampire love stories I strongly recommend this film-10/10.,positive
"This is how I feel about the show.<br /><br />I started watching the show in reruns in 2001.<br /><br />I enjoy the show but it had too many faults.<br /><br />I HATE THE MICHELLE & JOEY CHARACTERS!<br /><br />Stealing story lines from old TV shows. They even stole from ""The Partirdge Family."" Then in 1 episode ""The Partridge Family"" was mentioned.<br /><br />Actors playing different roles in different episodes. MTV Martha Quinn the most notable doing this, especially when she played herself in 1 episode.<br /><br />The Michelle character COULD NOT take a joke but then they had this little kid act out ""revenge"" to her sisters for a joke by them on her.<br /><br />Story lines that came & went in 1 episode. Joey getting the TV show with Frankie & Annette, never heard from it again after that. Danny all of a sudden playing the guitar. 1 episode he is coaching soccer, 1 episode he is coaching softball/baseball. 1 game & you are out huh Danny? <br /><br />Jesse & Joey keep getting jobs REALLY QUICKLY with no experience. Only in a TV show.<br /><br />I did like the D.J. & Stephanie characters. Wish Jodie Sweetin could have learned from Candace Cameron Bure & had a clean NON drug adult life.",positive
"Return To The 3th Chamber is the comedic sequel to the epic 36th Chamber Of Shaolin, in which Gordon Liu played Shan Te, a young man who became a monk and awesome fighter. In this sequel Liu plays a hapless loser who has to learn kung fu after causing his friends to be beaten. He imitates the original Shan Te, tries all manner of tricks to get into Shaolin Temple to learn and eventually gets some unique skills to fight some bullying bosses. Its a classic light hearted martial arts tale, with the ace production values of the Shaw Brothers and the sure footed direction of Lui Chia Liang. The choreography is fantastic throughout, whether for fighting or slapstick comedy and Gordon Liu's performance, as are the others, particularly the sympathetic monk work perfectly for the material. The film is less epic or profound than some of the stars other work and there are certainly grander, more violent and sweeping Shaw Brothers films. But few have such a magical blend of slapstick, unique training and fighting, with a subtle yet warming tale of a useless guy making good. Full of light hearted joy, its impossible not to give this the highest score.",positive
"I just purchased and viewed the DVD of this film. The DVD transfer is from last year, 2001. This 1988 film is really a great little film. Overlooked by most people. I saw it in the theater in 1988 and have loved it ever since. I love the opening shot of Pittsburgh (not Baltimore, as another user commented). Makes Pittsburgh look like one of the most beautiful cities in the world! And I must say, the tour of Pitts on the garbage truck with Nicky is a very scenic, interesting one! Tom Hulce, as everyone else has said, gives a remarkable, wonderful performance. The DVD is a good transfer, with no extras, but a widescreen format. I recommend it to those who love the movie.",positive
"It's not often I feel compelled to give negative criticism of a film; after all I often feel the maxim, ""if you don't have anything good to say don't say it at all,"" would be apt advice for the many naysayers we listen to everyday who nitpick at things we like. If it's all the same to you the reader though I feel compelled to point out that with the lone exception of Christopher Walken in a returning role as Gabriel this movie is pathetically HORRID. I say this to you to warn you in advance that even if you are a fan of Walken's deadpan delivery and style or liked the original ""Prophecy"" that you will be sorely dissapointed. If you buy it, return it. If you rent it, make sure it's only ninety-nine cents.<br /><br />What's wrong with this movie? A full list would take too long to read and would bore you to tears, but a short summary would be the following: the once rather crystalline clear picture of the relationship between angels and mortals of the first film is ripped to shreds. Gabriel is turned from the rather morbid right hand of God he once was (and in this role he is WICKEDLY funny in the first) to little more than a thug for heaven. Since Walken is so good at playing heavies (we all remember Frank White from ""King of New York"") he is still enjoyable but the supporting cast is an unmitigated and unconvincing mess of mortals and angels alike who couldn't buy a clue for 50 cents. If you can figure out the plot you're a smarter man than I. One gets the feeling we wander aimlessly from scene to scene just to move the film along to Walken's next big line. By the end of the movie you're actually wishing he'd blow his horn and make the walls of Jericho fall on the people who made this un-natural disaster.<br /><br />Bottom line - it's an insult to our intelligence that they made a sequel to this film in the first place. The original told the right story, answered the questions that should have been, and left alone the ones you were meant to ponder afterwards. There are no compelling reasons to follow these characters that was in the first - the priest who lost his faith, the little girl who kept the ""big secret"", the teacher who protected her children - even Lucifer himself was more interesting BY himself in the first film than all the other characters in the sequel put together. I feel sorry for anybody who sees this film and not the first because they'll probably never want to watch the original and that's a real tragedy.",negative
"I thought it was an excellent movie. Gary Cole played the role of a military man who feels trapped and unhappy with his wife who fakes his death fabulously! Over all, I thought the movie was great, definitely not a boring plot line! It's sad to say, but I think lots of men might feel this way. I think he should have just gotten a divorce and asked to be transferred instead of the extreme he went to, but he felt there was no other way out so he faked his death. I thought it was neat that Cole's real-life wife played the wife he was unhappy with in the movie. I think what the guy did was alittle extreme, but the movie was great nonetheless! Definitely recommend it!",positive
"My title above says it all. Let me make it clearer. If you have seen the BBC's ""Planet Earth"" , which I am sure most of you have , then you are not gonna like this movie too much. And I own all the discs of ""Planet Earth"" I had seen the rating for this movie very high , and read good reviews about it. I was excited to check it out.<br /><br />Alas, I went to the theater and the movie started , I saw it was a Disney movie with production companies listing BBC and Discovery. And when they started the first scenes about the polar bear, I recognized them from my DVDs at home of ""Planet Earth"".<br /><br />The movie continued and went on and on and on , me and my friends kept on recognizing the scenes were all from ""Planet Earth"".<br /><br />We were very very disappointed , as I think 90% of the footage is from ""Planet Earth"" . I am saying 90% , because some of the scenes I didn't recognize. I have a feeling that I simply didn't remember them.<br /><br />So finally what this movie really is , is a compilation of different footages from the different discs of ""Planet Earth"" , with a narration aimed at kids. Yes, the narration is quite kiddish. Let me give you an example. When they show the polar cubs walking away from the mother cub , the narrator says ""The polar cubs are not like human kids. They don't always listen to their mothers"" ( I don't remember the exact words , but this is how it is ) So in a nutshell. This is condensed ""Planet Earth"" for kids !",negative
"I found it charming! Nobody else but Kiarostami can do so little and, yet, get so much. You might think I'm weird, but I was so charmed that I couldn't speak during the movie. While during other movies I comment a lot. The short movie made by him for Lumiere et Companie, the one with the eggs, that one is unbeatable in my heart, but this is wonderful, too. I liked it better than Ten. Kiarostami is, maybe, the best director in my opinion, because he can see things! He doesn't need to use a lot of stuff ""brought from home"" to illustrate his images, he simply grabs a camera. Not many can do that.. Maybe I don't know to much about movies but I don't care about complicate stuff, all someone has to do is touch my soul. Kiarostami does.",positive
